,text_a,label
9322,ku arngin mall takut corona,no
9323,tuhan tdk setega woiiii sekda depok goblok tuhan maha penyayang tdk masuk akal tuhan membunuh ribuan orang yg tdk berdosa lawanhoaxviruscorona,no
9324,hinakyuuu bingung dom masuk depok depok deket tangsel ga masuk tangsel trus kalo main jaksel anak pinggiran ka,no
9325,azalea ivy35 nitarose38 duh org depok protes nih yups semoga iseng ya dek,no
9326,pegang hp ya yg ember identitas dunia maya salah nyalahin pasien,no
9327,puchairunnisa wkwkwkkw magang nya ui salemba ga depok ka main nya jkt aja,yes
9328,asupan ngampus depok,no
9329,tirtoid korsel negara maju walkot depok pks ya dimaklumi klo kesalahan,no
9330,lupamerem syapasiih kalo depok sebutan nya ka,no
9331,kasian bgt depok udah kota nya jelek walikota nya jg hadeh,no
9332,zarryhendrik kalo depok duaaaa bekasi suspek nol gitu brayyy,no
9333,temenan orang depok,no
9334,lambada70082178 prahar 77 dtanjung15 orang kena corona depok daerah jabar yg area satelit jakarta wajar jakarta siaga wabah corona pemda udah cegah penyakit dgn sediakan sabun cuci tangan transjakarta amp bersihkan transjakarta dgn desinfektan amp pengecek suhu mrt,yes
9335,pakantono depok pantes kabupaten timbangane kota,no
9336,bentar yg kayak gini deh mrk sdh ennnegg jg krn musti nya pemerintah hadir utamakan rakyat bkn bossssewesewes,no
9337,areajulid stasiun depok aja masker gratis yg sakit respect bgt ama sekolah relawan lahh eluu dimahalin ego nama nya,no
9338,gaistirahat collegemenfess wkwkwkw gokill harga nya murah depok lumayan juah,no
9339,walikota depok ga pinter,no
9340,yaoloh sakit putusin gw udh nngis parkiran derita anak tgr anak depok ngampus jkt,no
9341,cod depok nya paket kecantikan penambah pengurang berat badan peninggi badan paket kesehatan,no
9342,warga depok resah rabuambyar rabusantuy panik,no
9343,alterbasensfw yah yg depok doang,no
9344,vivacoid berbeda ilctv1 2 warga yg tersuspect corona berasal dr depok skrg menjalani perawatan kenpa bikin berita judul nya membikin masyarakat ketakutan lawanhoaxviruscorona,yes
9345,pesan berantai wa pernyataan dibantah warga yg ujung nya assimetrical disinformasi ujung nya kerugian multi player efect semoga media clear clean ya stoppaniklawancorona,no
9346,masker langka mahal depok jaksel,yes
9347,ensiteaa dom depok yg jaemin,no
9348,warga nya dinyatakan positif corona aktivitas masyarakat depok berjalan normal stasiun krl ramai,yes
9349,horanghaenonuya pledis 17 dom depok nihh,no
9350,bawa pulang hp mudah dp 15 harga barang barang bawa pulang langsung syarat nya wajib e ktp bawa 1 dokumen pendukung yuk tunggu itc depok wa 088212384128,no
9351,atahh thowiee delete tweet buru bar mensyen orang depok hih gw takut ketularan,no
9352,hukum walkot depok,yes
9353,donadam68 om gw depok barusan ace hardware ny info tsb tdk tersedia acehardware depok kontak yg bs membantu,no
9354,barizhilmi yg depok menkes,no
9355,tanah kampung macem2 suku india cina arab belanda depok mba nyampur pribumi2 gada yg marah panggil suku nya,no
9356,kepanikan orang presiden joko widodo mengumumkan warga depok positif terinfeksi virus corona stoppaniklawancorona,yes
9357,do ra dong klo yg depok ngibul brarti yg semarang mninggal krn flu babi ngibul trus cianjur meninggal dibilang negatif ngibul jg mumet ngadepin org ngibul mulu,no
9358,divaaaaaaa moviemenfes train to depok serem train to busan alias desek desekan bgt kalo pagi,no
9359,pesan cetak xbanner murah jakarta bogor depok tangerang bekasi,no
9360,larasrusi rereznaaa ayu ting ting kaget depok virus corona,no
9361,kenoerr banget depok,no
9362,unforsanately parnoan banget sumpah wkwkwkwk tinggal depok aja santuy,no
9363,2 warga depok terinfeksi covid 19 puan pemerintah lakukan,yes
9364,subtanyarl depok liat indah nya kesusahan depok hihi bcanda syg,no
9365,akusukangemil bismillah dom depok,no
9366,nak main depok ya nyokap,no
9367,yuk isi slot pagi availdepok bodepokmargonda avail include room saladin mension depok wa 089637898386 openbojaksel openbodepok openboking bisyardepok ladiesnight bodepok bispakhot cewekbo realangel kulinerlendir availdepok bop,no
9368,iriawan ferry maidi92164981 fadlizon depok yg terjangkit aja dikejar kejar ditutupi aplgi yg dlm peantauan 150a 34 orag dlm pengawasan,no
9369,babianthro adik gimana depok aman kah stock masker liquor,no
9370,dhom199x oh diceritain si aa depok diantos ah urg ngopi cipanas,no
9371,y ampun org khawtir mama papa kakak sampe mantan ku aja khawatir grgr depok,no
9372,niat beli masker flu berat eh driyo kosong corona nya depok anjaaay gitu si,no
9373,lilchamseal collegemenfess kampus depok dahal tp lom penanganan,no
9374,data pribadi orang disebarluaskan alasan nya biar yg yg jg jaga2 tau tertular woy orang depok disebar wilayah timur indonesia biarin berobat dg tenang,no
9375,peta sna depok publik informasi kebanyakan media online kumparan detikcom kompascom akun profesional spt giapratamamd buzzer netizen spt permadiaktivis do ra dong dll akun representasi kemenkesri jubir nya blm hadir,no
9376,ughnamjjin wkwk tgl 29 depok bareng namjinist 22 pas banget masuk,no
9377,endelendelz tdrstrom kota mati wkwkwkw umbrella corp mengisolasi kota depok zombie mewabah,no
9378,jual masker chitin termurah cod depok sms wa 082258435266 line grosir maskerchitin depok,no
9379,blosseolls nct mark dom depok,no
9380,w smanti depok,no
9381,eko kuntadhi influencer gagal cegah masuk nya covid19indonesia stlh diumum 2 org terinfeksi covid 19 depok jokowi program gubernur dki mengelola wabah virus covid 19 diapresiasi masyarakat buzzer rp serang aniesbaswedan,yes
9382,novihanaprtw temen depok diazab,no
9383,penyuka ombak walikota depok,no
9384,yg ruangan dg suka rela dirikan utk dipantau diperiksa,no
9385,commuterline min jadwal depok jakarta,no
9386,collegemenfess gundar depok bagussss der,no
9387,geloraco yg psti ahli ngibul ngabalin ccok klo jd dukun penggada uang yg sllu ngelez dr tipuan dn kebodohan nya sllu pndai berkelit blg singapore dn indonesia beda konsumsi makanan klo dikejar lg psti bilang jakarta dn depok beda dst,no
9388,nandacsrn hahahahaha iyaa btw ku ngekost depok bekasi yg nganterin bekasi yg ngeluh makan nasi padang berhenti tuh cuman dikasih nasi cuman 3 sendok ayam pop kuah daun singkong just it,no
9389,dikeyumey17 pledis 17 dom depok ka wml pledis 17 welcomebackscoups weloveyouscoups mutualan ku yy,no
9390,riki maulani uncmnfs depok,no
9391,hilang 500 kerajaan majapahit muncul kabupaten purworejo info pasutri yuk baca kopdar berita jakarta bogor depok tangerang bekasi surabaya bali bandung semarang makasar manado palembang aceh lampung dll,no
9392,avail bo depok kota yg yg serius minat cek rr wa 085247520009 openbodepok openbooking bisyardepok bispakdepok expodepok includeroom excludedepok kulinerlendir trustedpromote1 brealpromote,no
9393,cucukesayangaan txtdaridepok kenapasi depok,no
9394,nama restoran amigos mendadak ramai bahan perbincangan warga depok positif virus corona kumparannews,yes
9395,td nya kmrn gue giveaway vaseline takut ga nya dikirim depok takutnua org2 parno,no
9396,collegemenfess tolong keluarkan depok indonesia,no
9397,tongkinong bismillah dom depok wish me luckk,no
9398,simak kronologi lengkap warga depok terinfeksi coronacovid 19,yes
9399,warga sebar pesan wa berisi kesaksian pasien corona depok ernest prakasa tegur,yes
9400,ridwankamil kondisi kediaman pasien positif corona depok,yes
9401,ameuwicano dom depok c version wish me luckyy,no
9402,anjir ya depok semaleman mati lampu skrg nyala,no
9403,septifitriani96 uwow depok bogor,no
9404,kbewok6 tim tik tok ya kang ridwankamil banjir melanda gubernur kemana warga depok terjangkit virus corona dibilang ngak panggung sandiwara piye kabare enak zaman ku,yes
9405,langkah dianggap mengantisipasi penyebaran virus corona depok,yes
9406,congor nya walikota depok bahaya virus corona anjir kesel bat gw,no
9407,corona teguran larangan bercadar,no
9408,cegah virus corona covid 19 pemprov jakarta larang syuting film konser,yes
9409,gajadi maen depok dehh,no
9410,azwarpahreza bayu joo kota depok doakan negara biar selamat,no
9411,bocah depok nih bet guah,no
9412,jual herbal keputihan cod depok sms wa 082258435266 line herbalkeputihan depok,no
9413,orang beriman takkan lakukan bodoh hadapi corona,no
9414,thepanturas depok lahhh,no
9415,ciuman orang depok dah jauuhhh,no
9416,gua tinggal depok,no
9417,macem orang2 yg anak nya beli kondom mending ngasih makan bocah empot2an gitu gak sik,no
9418,lupa pake masker krusial pencegahan corona virus coronavirusindonesia coronavirusupdate covid19indonesia coronaoutbreak,no
9419,emang udah terdeksi wabah corona indonesia disembunyikan pemerintah indonesia gak suka gak suka akui warga nya kena corona,no
9420,semoga virus corona menyadarkan taubat nasional ganti presiden mu akal mu berfungsi amin,no
9421,nurul arohmah corona aja kak yg lg booming comunitas rondo mempesona,no
9422,dirut bpjs kesehatan pastikan penanganan virus corona medan via,yes
9423,peni me aniesbaswedan mohmahfudmd mendengarkan dokter bicara corona blm tes langsung indonesia,no
9424,grup wassap keluara udh yg nyebar broadcast wajah 2 org depok sensor yg kena corona blom,no
9425,bikin kesal positif virus corona menkes walkot seenak udel nya mengumbar lokasi tinggal korban korban keluarga nya diusir lingkungan nya facepalm,yes
9426,adiharyawan mardanialisera cebong baca berita napah pemerintahbgak preventif bilang nya gak corona negara meragukan statmen pemerintah 2 minggu ngawur,no
9427,gilak yah mundur nya banget takut flop gara2 corona kali ya,no
9428,corona masuk indonesia mari sambut tari tarian lur,yes
9429,pesan ku orang2 cemas virus corona orang2 yg menjadikan corona guyonan hyperbola,no
9430,faklah ribet bgt shipping2 grgr corona taik,no
9431,hai sobat sehat 10 saran menjaga kesehatan amp langkah preventif virus corona coronavirusupdate coronavirusindonesia covid19indonesia,yes
9432,nu54nt4ra haji bajuri ustadtengkuzul negara tetep salah krn membiarkan warga nya melanglang buana negara imbas nya negeri sdh terinfeksi corona,no
9433,antisipasi virus corona pemkot magelang hotel hotel sediakan antiseptic hand washing,yes
9434,masker cegah penyebaran viruscorona,yes
9435,elhurrykorn wr 4ag226 kalo indonesia berhasil menemukan penangkal virus corona diumumin corona indonesia pengusaha farmasi global ambil keuntungan thd indonesia yg penduduk nya seabrek ri rawan sasaran jualan obat bikinan devisa bro,yes
9436,tetiba tersugesti demam radang sesak nih gegara rumor corona,no
9437,karni ilyas narsum palsu ilc bahas virus corona kalo iya ngguh sungguh memalukan rakyatbersatulawancorona,no
9438,dilarang berjabat tangan kontak fisik negara bentuk kewaspadaan virus corona tribunmaduracom,yes
9439,pemerintah negara bersepakat memprioritaskan upaya penanganan wabah coronavirus,yes
9440,dampak corona kompleks dibandingkan tekanan global 2008,yes
9441,ombudsman temukan kelemahan pemeriksaan corona soetta,yes
9442,operasi senyap jokowi gagal total coronavirusupdates ina coronaalert,yes
9443,bruhh coronavirusupdates malamminggu menhub,no
9444,masjid buka so masjidlah selagi usia diperintahkan sholat rumah kuwait coronavirusupdates,no
9445,semoga vaksin nya cepet temuin coronavirusupdates,no
9446,jokowi rakyat gak takut virus corona pakde rakyat takut dibohongi pemimpin nya,no
9447,nang hp tipi sosmed corona tilikono ati mu onok ning konora,no
9448,perkardium ga kaget kalo ntar sakit hati corona,no
9449,shamsiali2 msaid didu pandangan rezim ko kaya nya bodoh gitu rakyat indonesia ko turis negara corona ga larang,no
9450,njir knp gua ngebayangin un diundur gegara corona nyebar nya jkt,yes
9451,ayuaristawa akbarmurtadha nisaaulnm soale dajjal raiso corona kayae sih,no
9452,annuarmusa persahabatan corona virus makan sdn,no
9453,alterbase18plus awas corona wk,no
9454,mhdpuu tu la tu hari2 kerja mmg kena pakai takut corona,no
9455,ferdinandhaean2 corona merah colorna merah btw sma dimana kau,no
9456,berjabat bersahabat senyum pengikat covid19 coronavirusupdates,no
9457,santuy layaknya makhluk indonesia cuci tangan berpergian pake handsanitizer lap pake tisu basah pake masker kalo ngerasa gk enak body jaga kondisi tubuh minum vitamin perbanyak rebahan kemana kalo kaga stay safe all coronavirusupdates,yes
9458,chlo stadioum empty hny ki wja sy catch a crore walo ko zyada share nh krna pry ga thory zyada pesy mil jayen gy coronavirusupdates,no
9459,ga takut corona takut nya kehilangan eheu coronavirusupdates,no
9460,pacaran merebak nya virus corona covid19indonesia covid19 waspadacovid19 coronavirusupdates coronavirusindonesia,no
9461,azaryanmm hellokarenino naufalraihansy lehersemu kopi nya udah kena corona,no
9462,geloraco dasar manusia koplak coba suruh rsip gabung ranjang sm yg positif corona kalo nggak mencret2 lubang yg,no
9463,indonesiar4y4 jaysyku queensky021 mantriii corona kecamatan bilang sekecamatan d tepapar nya,no
9464,kapal container yg crew nya dri 50 orang aja yg kena corona 1000 orang dinyatakan bebas corona government kontol,yes
9465,nationfmke ruffestdjmoh mohspice mimi siogopi naamini mungu atasikiliza maombi yetu atukinge na corona jamdownke,no
9466,periksa kesehatan kabinet jokowi gemacan70back kesehatan jiwa nya,yes
9467,windareza6 fxmario uusbiasaaja otaknya terserang corona nih,no
9468,bek manchester city hasil tes virus corona,yes
9469,ainunidol10 yudh hbd nun biar bebas corona,no
9470,coronavirus starting xi cb german pezzella,no
9471,galaxymermaid kebab de coronavirus,no
9472,deket lho terlepas level teknologi nya point nya pemerintah disana put some effort pencegahan penyebaran virus corona security theater kpd masyarakat seakan baik jkwlemottanganicorona,no
9473,ghost konslet kasih tau menhub beliau kena corona,yes
9474,rangoli a wo didi apko yehi bolna tha ki jaisa ki aajkl corona virus and other flu ki problem peak pr aur apne family ka dhyan rkhiyega i know u all know apka admirer hone sath apka well wisher bhi healthy and keep smiling,no
9475,difafafafa kepsek w nolak study tour gegara corona tp gpp la,no
9476,jamesbae007 garweh2011 sekururoddie auzqn w3zhira dairayidavis renegad96293687 shumblex patbanda23 alekemukunga chrischinaire miye tani corona or no corona ndakuudzai ana invincible kuti 19 is coming home whichever way,no
9477,allah sudahilah penyebaran coronavirus mohon ampun berikanlah kesehatan yg terinfeksi kekuatan tim dokter petugas kesehatan amp keamanan jauhkanlah musibah,no
9478,ya bikin gelisah si corona,no
9479,ketegangan akhir ketawa obyek humor nya ketawa me rt so here ya go ladies and gentlemen hanks wilson and trevor noah in the time of coronavirus,no
9480,yg kena corona mall buka nya kabur santuy videoin emang sakti sakti warga indonesia,no
9481,hxx3196 maak corona,no
9482,muslim antipki maksud nya bayar buzerp menutupi corona,no
9483,dampak corona yg bikin patah hati tmpt2 ibadah ditutup menghimbau umat ibadah berdoa rumah gue iblis bahagia menyaksikan jgn senang dl iblis tuhan dr corona,yes
9484,bingung pemerintah ga lockdown ngelakuin tracing besar besaran biar ga nambah coronavirus kedepan nya kaya gini tuh kaya main uber uberan virus nya tracing iya nambah nyebar iya pencegahan kaya mengobati,yes
9485,pakde blg corona indonesia lama2 kyk china nggak salah si pakde org nya realistis,yes
9486,cegah corona barito putera vs psm makassar sesi jabat tangan,yes
9487,mohon perhatikan pertanda terinfeksi virus corona covid19 via shareaholic ifttt zamane,yes
9488,corona ku kisah alkitab tuhan allah tulah bangsa mesir bangsa israel bebas tpi gk tau terimakasih,no
9489,heboh corona medsos dunia nyata orang2 cuek sibuk,no
9490,msaid didu krisis opo du bkn lg perang indonesia loe blng krisis trus cina korea amp negara nya krn effek corona bubar donk apkh mrk jg butuh pemimpin pilpres msh du biar loe tmbh busung laper amp tdk bs bebas dgn cemceman lg,no
9491,jakarta 15 3 menteri pendidikan kebudayaan yangliburkan sekolahkarena khawatir penyebaran virus coronajenis,yes
9492,widamahalik alissawahid gkrhayu gw ga nutup2i anggaran kesehatan uda defisit 10 apbn nanggung terdampak corona fakta nya hutang kldi lembaga negara anggaran nya nambah sebanding ga udah cek ihsg merah salah faktor nya isu corona,no
9493,ku suttt kieu corona ajg caricing we diimah kabeh,no
9494,upaya polres pasuruan kota cegah penyebaran virus corona lh87 bagimunegeri kamihumaspolri polripromoter bidhumaspoldajatim paskot togetherwearestrong jogojawatimur jogopasuruankota indonesiadamai,yes
9495,andre qoje nedisetiadi bntar lg mudik om 62 br corona pst licik pake,no
9496,edwina takot tul corona minum manis diabetes tu penyakit palis2,no
9497,anispresidenindonesia pemimpin sejati menangani virus corona dijakarta gak kaya presiden yg sebelah gak kerja nya,no
9498,coronavirus kokas lowong sabtu ajaib,no
9499,kalo pejabat nya dah yg kena corona tindakan yg mumpuni kali ya,no
9500,e100ss semoga belajar,no
9501,pakar ui pusat gagap informasi corona hoaks marak gunromli zuhairimisrawi yusuf dumdum eko kuntadhi,yes
9502,endang nz sat pinayungan pede virus corona sembuh nya,no
9503,putangina bat may coronavirus x y n fanfic amp amp amp amp amp amp fjf r we ok,no
9504,corona mengusik ketenangan negara kepongahan kesombongan china langsung luluh lantak sedunia menghindari,no
9505,cegah penularan virus corona sosialisasikan program sinak kukang topik utama sombere kemenkumham ri ditjen pas,yes
9506,corona baraka mel 9waleb,no
9507,dhruv rathee ab bas yahi reh gye coronavirus jyda ghatak yhi log hai goumutra and gobar inka ku ch hua h kya,no
9508,gara2 corona virus mandi 2x sehari,no
9509,irfansyaherwin8 ustadtengkuzul ya iyalah kompeni rajakibul wi kejang swara rkyt was2 ekonomi mencret takut injek2 babi corona smg tar petugas rajakibul arwah pki abis makan coroma,no
9510,txtdrpemerintah bilang indonesia kebal corona gara2 sehari2 makan jorok amp minum tolak angin kerokan,no
9511,gue doang yg santai karna covid 19 indonesia jakarta,no
9512,kandargalang enggalpmt semoga si mpud gak kena corona menyombongkan,no
9513,jadwal semhas ku yaa jgn kena imbas corona ga kampus,no
9514,corona bikin takut dah,no
9515,corona dahsyat bgt anjir menciptakan nya jd diluar dugaan muncul usulan penelitian draft komprehensif online gak kebayang,no
9516,corona virus menyerang bebal kakean cangkem angel dikandani mending melu nyepi at home timbangane timbangane,no
9517,heran banget sich warga indonesia jujur heran virus corona yg berstatus pandemik aja bercandaan,no
9518,alhamdulillah gak sepanik orang orang karna virus corona aja kegiatan perbucinan berjalan,no
9519,coronaviruspakistan pmln wly ab kehty ha imran khan mask ki smuggling kr rha ha yar bht jahlat ha ha krwa rha ha imran khan mask ki smuggling or smuggle kr ky tum lgo ki boud ma dy rha mask tum lgo ko coronavirus na ho jay coronavirusupdates coronaviruspakistan,no
9520,unnesmenfess meh ngeluh meh nyalahke iki kui tetep raiso mlebu pemerintah yo wes ngei larangan mengumpulkan mencegah persebaran corona wes to kuliah online yo raono salahe jg kabeh iki kebaikan engko nak kampus rak njipuk tindakan kono pdo wae maido hmm,no
9521,lockdown libur libur rekreasi feeling gud like i should feeling best positive covid 19 test stayathome,no
9522,devilgirlll spya tida tertular corona,no
9523,pasien positif virus corona meninggal 4 orang baca selengkap nya beritaindonesia kesehatan teknologi otomotif ceritadewasa wisata olahraga artis politik,yes
9524,corona tugas kuliah suka anggap enteng pas deket panik nya stay safe dulur dulur,no
9525,covid 19 bener2 parah banget ya jalan rezeki gw sampe kepotong kerja gw 2 minggu libur artian gw 2 minggu gak uang,no
9526,terkait serangan virus corona gmbi harap pemprov terbuka masyarakat sulut,yes
9527,shock menhub kena corona syafakallah menteri semoga kesembuhan,yes
9528,shyuk kiyowo iyaa gara baca ttg covid 19 byk yg positif trus baca jg gejala nya ya g tau medis bbrp badan sempet panas g kasih obat trus jumat panas lg kasih obat batuk jd mikir situ smg flu,no
9529,vito chesapeake uusbiasaaja bukannyaa prediksi karl marx salah kapital mematikan nya corona mematikan,no
9530,ahpuasbanget corona lu yg nya ditakut ajal tau,no
9531,kawalcovid19 kemenkesri mohon info rs yg test covid 19 jakarta tangerang tks,yes
9532,chochomoca preciousme yuk agenda mah pindah kota hhhhh corona,no
9533,faizalassegaf yg salah faizal cuci tangan aja bs cegah penyebaran covid 19 minum minuman sehat yg merisaukan mu,yes
9534,sungguh uwuwuwuwu hati nya beliau,no
9535,diundur semua muanya grgr si covid 19 gaenak bgt rencana jd batal gt aja,no
9536,duchesst tewali kawo nya corona,no
9537,pegel nek enek seng nyalahne presiden lambat menangani virus corona yo gak ngerti opo emang pro jokowi opo piye mbok yo mnghargai usahane presiden ngurusi sak indonesia ki yo gak gampang wayahe sng dikoreksi kinerjane ki pemrintah daerah to ku dune,yes
9538,the globe corona virus ukm konon nya virus,no
9539,death rate 3 covid 19 pulak menteri 1 dah menteri check fact,yes
9540,officialjkt48 mimin corona diumumin bencana nasional mempertimbangkan libur kesehatan membre stef stef,yes
9541,goal id mudah an ga yg positif corona arteta baiknya sih liga inggris ditunda,no
9542,mrinalpande1 mnaeem996 coronavirus to hy ak masla dunia k lay lkn ya log allah ka pekar ma hy bs dehk ta ja aor hansta ja,no
9543,radhyaksa sumpah parno pas baca share2an suhu tubuh 36 5 36 7 salah gejala covid 19 kemarin jumat pas masuk mall suhu tubuh dicek 36 3 emang jalan panas2an parkiran thanks bikin klarifikasi,no
9544,corona ki ncen bangsat tenan okk,no
9545,soojouga skip takut corona,no
9546,harisbdh ingup everybody aja dilawan poltekes corona yakan,no
9547,karna virus corona disituasi kebanyakan manusia senang menyendiri menjaga aman berinteraksi jomblo udah tau gimana,no
9548,corona dahsyat bangettt,no
9549,esayang2 gejala corona kehabisan duit,no
9550,kabeh kabeh corona la akui pie iseh neng conora hehe,no
9551,kampus ngeluarin kebijakan corona sampe 5 halaman,no
9552,margono98 anakkolong muipusat ustadtengkuzul lha beliau sdh melht nya celah utk menyertifikatkan bebas corona mn yg bs golden pekok nya,no
9553,demokrat panja corona soroti ketahanan nasional cnn indonesia,yes
9554,jokowi konfirmasi indonesia positif corona kontak hotline kemenkes dinkes dki terkait covid 19,yes
9555,kerja thermo gun pistol deteksi pasien corona thermo gun sa,yes
9556,maskermahal rencana pergi takut corona masker mehong lakong,no
9557,indo yg dinyatakan positif corona ya,yes
9558,wan abud gelap mata tutupi banjir jakarta sebar berita bohong virus corona 4niesrajakambinghitam,no
9559,penemuan lokal anti virus corona,yes
9560,aniesbaswedan kemarin yg nyinyir bahas corona kejadian beneran depok org yg nyinyir ganti nyinyir pemerintah dianggap lambat,no
9561,anjir dah tl isi nya corona pengen minum,no
9562,cegah corona gus muhaimin cakiminow instruksikan nusantara bersholawat serentak,yes
9563,psychonesian maz kalo sayang jan pegang2 corona siriq,no
9564,woodkies anak batam gabut pengen kena corona v awowkwkkw,no
9565,corona semoga engkau marina merana menara umpantarik box2boxid episode terbaru tulis in ekiwiratama labiebsadat,no
9566,tume ya afya china imeripoti vifo vipya 31 ku tokana na virusi vya corona taarifa ya vifo hivyo iliyotolewa inafa nya idadi ya jumla ya watu waliofariki ku tokana na maambukizi ya virusi hivyo china ku wa zaidi ya 3000,no
9567,lumayan nambah sertifikat lamar kerjaan,no
9568,pemuda muslimin pengusaha masker ambil untung wabah corona,yes
9569,indonesia doang yg suka naikin harga kesempatan kesempitan corona dateng harga jual banjir menghadang harga jual tuh musibahknp naikin nya knp ny turunin sii ah ilmu dagang yg mateng,no
9570,salwanmufidah yollandln rsdnrrrrr bangjobejen gas rono corona,no
9571,bayi 45 pasien covid 19 termuda korea omberita viral corona virus berita,no
9572,iu hwang minhyun han ye seul song hye kyo park min young berdekatan majlis dihadiri chungha chungha coronavirus minhyun songhyekyo hanyeseul iu nuest kpop kpopnews,no
9573,corona udah masup indon nya download smadav,no
9574,fluffykookiexx kena corona,no
9575,jansen jsp bg ane januari pulang singapur ane kritis keaadaan diluar negeri thd antisipasi corona disepelekan skrg orang2 tau indo byk suspect korban menyesal gak pake masker kemana2,no
9576,menyusul perkembangan penyebaran virus corona covid 19 ketiga negara,yes
9577,ra latif warga bangkalan pulang negeri positifcorona,yes
9578,rahulgandhi pappu tu to coronase khatarnak he tereko corona lagega to corrona marjayega,no
9579,virus corona masuk indonesia pemkab garut pertimbangkan pembatasan izin keramaian,yes
9580,jaga keluarga virus corona merokok germas kadang okedekakak cesbul,no
9581,guys care your healty ya virus corona dah masuk indo kejaman virus heters v,no
9582,dusturbuldani polbek da teu corona atu,no
9583,muslimahsriwijaya wabah virus corona alias covid 19 berasal wuhan cina dijadikan alibi pemerintah indonesia kondisi ekonomi domestik anjlok coronavirusindonesia,yes
9584,mudah2an mentri yg kena coronavirusindonesia,no
9585,virus memanusiakan wasweswos entusiasme menyebalkan corona fyi aja gan,no
9586,gara2 ngerjain skripsi ketinggalan berita corona bg,no
9587,mecimapro copy paste stolen tweet words are suck not to defend the other side but seriously penyebaran virus corona perhatian utama memilih utk menegur mempermasalahkan scr public dmn tau tontonan netizen just wow,no
9588,kantor ku masker sampe masker n95 nya jakut udah yg kena corona yaallah lindungin hamba mu virus mematikan amiiin,no
9589,kalo share link berita corona grup wasap rame share kemakan hoax ga rame sih,no
9590,rafinugraha8 r ameljkt48 engga ah pi takut kena corona teater orang jepang nya,no
9591,kiro2 nk berintraksi kro jepang media bokep keno virus corona raa yoo,no
9592,didin amagai andrirahmadhan hendryhash5 cnnindonesia coba kasih liat sy yg bilang indo zero positif corona,no
9593,kali wawancara menhub budikaryas bersaksi beliau salah pejabat negara yg ramah semangat semoga lekas sembuh ina coronaalert coronavirusupdates,no
9594,bupati mundjirin me lockdown kabupaten semarang coronavirusupdates,yes
9595,sultan mah bebas yekan coronavirusupdates coronavirusoutbreak,no
9596,lupa wudhu nya dijaga ya menhub coronavirusindonesia coronavirusupdates covid19,no
9597,semoga allah melindungi coronavirusupdates,no
9598,dhantiii yg positif corona kebanyakan halu loh,no
9599,so gesss mengabadikan sw teori konspirasi nya corona virus a thread coronavirusindonesia coronavirus 2019ncov thread,no
9600,virus corona bermutasi 2 jenis 70 pasien terkena virus agresif menular,yes
9601,jumatberkah besok weekend secepatnya yaa naikin cukai vape nya biar tobat corona udah indonesia vapemahalapagunanya,no
9602,khawatir sampe cek ciri2 corona,no
9603,investor ambil untung efek virus corona ihsg diramal turun,yes
9604,virus corona ganggu bisnis united tractors,yes
9605,tijabar mengatasi corona melindungi cukongna,no
9606,steewiv aga kalk corona,no
9607,motogp qatar 2020 batal digelar virus corona dorna sport lobi pemerintah gagal,yes
9608,coronavirusupdates stay safe berdoa semoga allah melindungi amiin,no
9609,wabah corona wabah kelaparan menyerang elite diharapkan elemen masyarakat mencegah virus menjalar kemana coronavirusupdates,yes
9610,ngeri banget virus corona udh sampe indonesia mending virus slank virus corona virus slank bikin peace bareng2 virus corona bikin sakit bareng2 huft kemenkesri slankdotcom,yes
9611,informasi virus corona terbatas,yes
9612,2 detail penjelasan virus corona,yes
9613,quentin tarantino disahkan positif covid 19 tantin querantino,yes
9614,kemaren2 pengen gitu libur kampus diliburin corona deg2an huh coronavirusupdates malamminggu,no
9615,libur rangka pencegahan corona yg hepi hepi anak kelas 12 meronta ronta plis ujian jan undur plis muak bat blajar molo kek pen jd profesor ah,no
9616,blank gagap menghadapi serangan corona pejaten diskusi cari info yg valid be like,no
9617,mekow eko banjarbase asli imbauan pemerintah hati hati membahas menyebarkan info corona wani bnr meupdate kaya base,no
9618,memefess corona wacana,no
9619,pandemic covid 19 urgensi pembelajaran digital indonesia penduan sederhana pemanfaataan google classroom platform pembelajaran digital,no
9620,ruhutsitompul kemarin menteri bilang virus corona gak masuk nasi kena,yes
9621,dadunazis pretiwn cina lg awan langsung hajar corona yg terselubung kyk nya,no
9622,menghilangkan kekhawatiran liat berita corona nonton bultang,no
9623,muzamelx f k trump prey for muudi su merin and amit shahas gesin corona bakwachan,no
9624,sambelbawangg rapat corona,no
9625,iam corona shukria virus,no
9626,pppppppppppppppppppppppppppppppppp i am going to cry coronavirus is gonna arrive in my area in approximately 14 21 days literally when i get my phone back slajsjdkahskdkddudjdifjdjdjdsudjjddksosksjsisksksoakaklaaloadndodiwjsnsjsisn fbeneksns s s s s s g t y yd aalpaoajskskakcnxo,no
9627,megatruhh yaallah baca nya corona,no
9628,breaking news imbas pandemi corona menpora pssi putuskan tunda liga 1 liga 2 pekan,yes
9629,negara negara berlakukan lockdown upaya tangkal virus corona,yes
9630,inama y abepiskopi gatorika mu rwanda isaba abakirisu kwubahiriza ingingo za reta mu gukurikiranira misa ku maradiyo no ku mboneshakure mu kiringo c indwi zibiri ivyo biri mu ntumbero z ukwirinda umugera coronavirus,no
